1815	0	1817	2
1815	0	1819	2
1815	0	1832	2
1815	0	2158	2
1815	0	2160	2
1815	0	2163	2
1815	0	2720	2
1815	0	2722	2
1815	0	2832	2
1815	0	30155	2
1815	0	30446	2
1815	0	59491	2
1815	0	59497	1
1815	0	130584	1
1815	0	199301	0
1904	0	1905	2
1904	0	1909	2
1904	0	1919	0
1904	0	1920	0
1904	0	1926	2
1904	0	1938	2
1904	0	3347	1
1904	0	20640	2
1904	0	22990	0
1904	0	22996	0
1904	0	23008	0
1980	0	1982	2
1980	0	1983	2
1980	0	1984	2
1980	0	1985	2
1980	0	1993	2
1980	0	2308	2
1980	0	4236	1
1980	0	4427	2
1980	0	4459	2
1980	0	5882	2
1980	0	11992	2
1980	0	13575	2
1980	0	13576	2
1980	0	14996	2
2181	0	2186	2
2181	0	2187	2
2181	0	2191	2
2181	0	2199	2
2181	0	2203	2
2181	0	2205	2
2181	0	8523	2
2181	0	8537	2
2181	0	8637	2
2181	0	10452	2
2181	0	220131	2
2492	0	2498	2
2492	0	2501	2
2492	0	2507	0
2492	0	2807	2
2492	0	22287	0
2492	0	27781	0
2492	0	27851	0
2492	0	30053	2
2492	0	66235	1
2492	0	71407	0
2492	0	77768	0
2492	0	78864	0
2492	0	121352	0
2492	0	153086	0
2492	0	156329	0
2516	0	2517	0
2516	0	2518	0
2516	0	2519	2
2516	0	2522	2
2516	0	2528	1
2516	0	2531	0
2516	0	2767	1
2516	0	2771	0
2516	0	2793	1
2516	0	11946	0
2516	0	66236	0
2516	0	214863	0
2516	0	238283	0
2547	0	2548	2
2547	0	2550	2
2547	0	2553	1
2547	0	2565	2
2547	0	2584	1
2547	0	2636	0
2547	0	8822	0
2547	0	20477	0
2547	0	24428	0
2547	0	29012	0
2547	0	100362	0
2547	0	137442	0
2691	0	2695	1
2691	0	2697	2
2691	0	2698	2
2691	0	2700	2
2691	0	2703	0
2691	0	2706	0
2691	0	2708	0
2691	0	2716	0
2691	0	6017	0
2691	0	15195	2
2691	0	33654	1
2691	0	35653	0
2691	0	36080	0
2691	0	36081	0
2691	0	45521	0
2691	0	52862	0
2691	0	64411	0
2691	0	74699	0
2691	0	76690	0
2691	0	81904	0
2691	0	82427	0
2691	0	100689	0
2691	0	140579	2
2691	0	150978	0
2691	0	185719	0
2715	0	2718	2
2715	0	2719	2
2715	0	2723	2
2715	0	2724	2
2715	0	2753	2
2715	0	2755	1
2715	0	2782	2
2715	0	2825	2
2715	0	2827	1
2715	0	2831	2
2715	0	4137	0
2715	0	6297	2
2715	0	9413	1
2715	0	61958	0
2715	0	228454	0
2715	0	228455	0
2715	0	228456	0
3814	0	3815	2
3814	0	3816	2
3814	0	3817	2
3814	0	3819	2
3814	0	3823	2
3814	0	3824	2
3814	0	4158	2
3814	0	11083	1
3814	0	26206	1
3814	0	26209	0
3814	0	26295	1
3814	0	26303	0
3814	0	26309	2
3814	0	44073	1
3814	0	55062	1
3814	0	144339	0
3814	0	175769	0
3814	0	175772	0
3931	0	3932	2
3931	0	3934	2
3931	0	3941	1
3931	0	3942	1
3931	0	87422	1
3931	0	169205	0
3931	0	169207	0
3931	0	169593	0
3931	0	174074	0
3931	0	190864	0
3931	0	205952	0
3931	0	233109	0
3931	0	233112	0
4551	0	4552	1
4551	0	4553	2
4551	0	4555	1
4551	0	4557	0
4551	0	4558	1
4551	0	4560	0
4551	0	4563	1
4551	0	4567	2
4551	0	4570	0
4551	0	4572	2
4551	0	4574	0
4551	0	4589	2
4551	0	4590	2
4551	0	4592	2
4551	0	4629	0
4551	0	4712	2
4551	0	5018	0
4551	0	5019	2
4551	0	5020	2
4551	0	5022	2
4551	0	5059	2
4551	0	5060	0
4551	0	5451	0
4551	0	5581	2
4551	0	5865	0
4551	0	6037	1
4551	0	6881	0
4551	0	6882	0
4551	0	6885	2
4551	0	6887	0
4551	0	6904	0
4551	0	6905	0
4551	0	6911	2
4551	0	14357	2
4551	0	25918	0
4551	0	26090	0
4551	0	26143	0
4551	0	26188	0
4551	0	44071	0
4551	0	73586	0
4551	0	127306	0
4551	0	141827	0
4551	0	198977	0
4551	0	229412	0
4551	0	229414	0
4612	0	4615	2
4612	0	4617	2
4612	0	4618	2
4612	0	4622	2
4612	0	4628	2
4612	0	4632	2
4612	0	4634	2
4612	0	4635	2
4612	0	38840	2
4612	0	44540	2
4612	0	44552	1
4612	0	48098	1
4612	0	232767	1
5026	0	5028	2
5026	0	5061	0
5026	0	5064	1
5026	0	18454	0
5026	0	20446	1
5026	0	21669	2
5026	0	29186	2
5026	0	49892	0
5026	0	61920	0
5026	0	115403	0
5026	0	115427	0
5115	0	5116	2
5115	0	5117	2
5115	0	5118	2
5115	0	5122	2
5115	0	5123	2
5115	0	5124	2
5115	0	5125	2
5115	0	5131	2
5115	0	5132	2
5115	0	5133	2
5115	0	5140	2
5115	0	5145	2
5115	0	5155	2
5115	0	5202	0
5115	0	5438	0
5115	0	5440	0
5115	0	5441	0
5115	0	5446	0
5115	0	5447	1
5115	0	5456	2
5115	0	5494	0
5115	0	5511	1
5115	0	7974	0
5115	0	15954	2
5115	0	19315	2
5115	0	19770	1
5115	0	19784	1
5115	0	73093	0
5115	0	73150	0
5115	0	73153	0
5115	0	73187	0
5292	0	5296	2
5292	0	5311	1
5292	0	5314	0
5292	0	5324	0
5292	0	5332	0
5292	0	7747	2
5292	0	7753	0
5292	0	17929	0
5292	0	38682	0
5292	0	60933	0
5292	0	134126	0
5292	0	146379	0
5465	0	5466	1
5465	0	5470	2
5465	0	5472	2
5465	0	5475	2
5465	0	5476	0
5465	0	5478	2
5465	0	5524	0
5465	0	5528	1
5465	0	5529	1
5465	0	5530	2
5465	0	5531	0
5465	0	7099	2
6421	0	6424	2
6421	0	6425	2
6421	0	6426	1
6421	0	6432	2
6421	0	6689	2
6421	0	6692	2
6421	0	6697	2
6421	0	6710	2
6421	0	14419	2
6421	0	14941	1
6421	0	38901	0
6421	0	188721	0
6601	0	6605	2
6601	0	6606	2
6601	0	6607	1
6601	0	6614	2
6601	0	6617	1
6601	0	6618	2
6601	0	6635	2
6601	0	6650	2
6601	0	6662	1
6601	0	6704	2
6601	0	15955	1
9085	0	9086	2
9085	0	9093	2
9085	0	9094	2
9085	0	9110	2
9085	0	9117	2
9085	0	9128	2
9085	0	9146	2
9085	0	9149	1
9085	0	9150	1
9085	0	17943	1
9085	0	17948	2
9085	0	17974	2
