131074,6.733182237827149E-5
131073,3.0605373559547617E-5
5,0.0011170745007127454
6,5.6702069526528984E-5
131076,3.0605373559547617E-5
7,3.142151686663037E-5
8,0.0011065960643469788
10,3.235425207472495E-5
11,8.835229775588761E-5
131081,3.0605373559547617E-5
12,3.528421970555161E-5
13,5.088733276690859E-5
16,3.1547077375412326E-5
131090,3.200539428563343E-5
17,4.184206969300738E-5
18,3.0605373559547617E-5
22,0.001390924357879313
23,3.634875445392042E-5
131093,3.0605373559547617E-5
24,3.235425207472495E-5
25,0.0022910068391907667
26,5.731959180331325E-4
131097,3.0605373559547617E-5
29,5.5573405221869844E-5
30,4.430604746300705E-4
33,3.627760356352424E-5
34,9.12792719317438E-5
36,1.1008048250268684E-4
37,3.295841010913604E-5
38,3.0605373559547617E-5
39,1.569771717527513E-4
40,3.8509631279808646E-5
41,6.286420540471585E-5
46,6.504703565145972E-5
50,3.166990830791643E-5
52,3.0605373559547617E-5
53,3.0605373559547617E-5
54,6.0947804001966015E-5
55,3.585455699652247E-5
56,1.6302721829169223E-4
57,3.1811206914156366E-5
58,3.0605373559547617E-5
59,3.840484482983204E-5
61,3.1967660923765237E-4
62,4.6870102067926875E-5
64,3.0605373559547617E-5
66,3.0605373559547617E-5
68,3.709685186519658E-5
69,5.962860796304452E-5
71,4.660860043489659E-4
72,9.781028563814282E-4
131146,3.439517220039893E-5
74,4.0510821525564425E-4
75,3.0605373559547617E-5
77,3.0605373559547617E-5
78,3.0605373559547617E-5
79,3.3325851249823455E-5
80,4.246880781299001E-5
81,6.173877384308805E-5
82,2.2407967313783415E-4
131152,3.0605373559547617E-5
83,3.182958852017175E-5
85,3.0605373559547617E-5
131156,3.0605373559547617E-5
87,7.956831525598483E-5
88,0.003500867066375359
89,6.818826311537068E-5
90,5.47692174691004E-5
92,4.545535681555656E-5
93,4.284752316578891E-5
94,3.1718296251024096E-5
131164,3.0605373559547617E-5
96,1.2102684424493937E-4
98,5.67219593861957E-5
99,3.196561240468554E-5
131174,3.0605373559547617E-5
101,2.2991680827367936E-4
103,1.1429707762430621E-4
104,3.623567760056777E-5
131178,5.508967277203019E-5
107,5.331434300617131E-5
131177,3.0605373559547617E-5
108,5.947788920108094E-5
110,3.417023376563062E-5
114,1.6569846067135267E-4
115,3.945133509567337E-5
116,3.0605373559547617E-5
117,3.0605373559547617E-5
118,1.1513494348251012E-4
119,1.1215147323722598E-4
131193,3.0605373559547617E-5
124,3.5173940329947835E-5
125,3.1389636268924985E-5
127,5.88358074788138E-5
131197,3.0605373559547617E-5
128,9.127302628992302E-5
130,3.194556678036738E-5
131,3.0605373559547617E-5
132,3.0605373559547617E-5
133,3.0605373559547617E-5
