CreationDate    topic_id   Q0         tweet_id             Rank       Score           RunID      
20160802        RTS1       0          760272495068913665   1          18.593115       Lab-0      
20160802        RTS1       0          760561981753479168   2          14.856343       Lab-0      
20160802        RTS1       0          760584534526136322   3          14.856343       Lab-0      
20160802        RTS1       0          760519074027823104   4          13.01528        Lab-0      
20160802        RTS1       0          760596123362791424   5          12.08703        Lab-0      
20160802        RTS1       0          760458415994986496   6          11.95225        Lab-0      
20160802        RTS1       0          760507258644131841   7          11.945163       Lab-0      
20160802        RTS1       0          760437549307494400   8          9.958858        Lab-0      
20160802        RTS1       0          760486106764873728   9          9.425447        Lab-0      
20160802        RTS1       0          760462178293911552   10         9.425447        Lab-0      
20160802        RTS2       0          760599743076700160   1          14.352669       Lab-0      
20160802        RTS2       0          760400589121433600   2          8.734701        Lab-0      
20160802        RTS2       0          760543950428049408   3          8.734701        Lab-0      
20160802        RTS2       0          760489931969929216   4          8.463065        Lab-0      
20160802        RTS2       0          760467962214158336   5          8.463065        Lab-0      
20160802        RTS2       0          760587063687311362   6          8.463065        Lab-0      
20160802        RTS2       0          760496043066740736   7          7.974531        Lab-0      
20160802        RTS2       0          760490506606383104   8          7.974531        Lab-0      
20160802        RTS2       0          760472781469298689   9          7.974531        Lab-0      
20160802        RTS2       0          760527420675923968   10         7.974531        Lab-0      
20160802        RTS4       0          760540578186571776   1          20.455235       Lab-0      
20160802        RTS4       0          760362735531991040   2          18.330873       Lab-0      
20160802        RTS4       0          760536320968126464   3          17.981455       Lab-0      
20160802        RTS4       0          760410236003966978   4          17.14178        Lab-0      
20160802        RTS4       0          760581292333367296   5          16.430325       Lab-0      
20160802        RTS4       0          760537864484581377   6          15.477977       Lab-0      
20160802        RTS4       0          760312638735785984   7          15.332536       Lab-0      
20160802        RTS4       0          760270255331553280   8          14.563705       Lab-0      
20160802        RTS4       0          760613089322631168   9          14.366504       Lab-0      
20160802        RTS4       0          760613080938246144   10         14.366504       Lab-0      
20160802        RTS5       0          760277704386031616   1          20.574095       Lab-0      
20160802        RTS5       0          760614800594378752   2          18.883154       Lab-0      
20160802        RTS5       0          760276404164448256   3          16.37899        Lab-0      
20160802        RTS5       0          760430288962932736   4          14.436459       Lab-0      
20160802        RTS5       0          760435305383985154   5          14.436459       Lab-0      
20160802        RTS5       0          760508059768598528   6          14.436459       Lab-0      
20160802        RTS5       0          760436056135233536   7          14.18458        Lab-0      
20160802        RTS5       0          760615727565049856   8          13.674399       Lab-0      
20160802        RTS5       0          760495103559491584   9          13.607573       Lab-0      
20160802        RTS5       0          760421833279549440   10         11.563257       Lab-0      
20160802        RTS6       0          760581346838323200   1          16.201385       Lab-0      
20160802        RTS6       0          760410236003966978   2          15.75407        Lab-0      
20160802        RTS6       0          760549327508942848   3          14.467346       Lab-0      
20160802        RTS6       0          760519074027823104   4          13.01528        Lab-0      
20160802        RTS6       0          760522236533104640   5          12.215679       Lab-0      
20160802        RTS6       0          760458415994986496   6          11.95225        Lab-0      
20160802        RTS6       0          760447837964529665   7          11.662828       Lab-0      
20160802        RTS6       0          760517559858831361   8          10.893097       Lab-0      
20160802        RTS6       0          760421833279545344   9          10.815019       Lab-0      
20160802        RTS6       0          760614800594378752   10         10.5703945      Lab-0      
20160802        RTS10      0          760372151736233984   1          21.231056       Lab-0      
20160802        RTS10      0          760614800594378752   2          17.280193       Lab-0      
20160802        RTS10      0          760490485618049025   3          16.250643       Lab-0      
20160802        RTS10      0          760467458910289920   4          15.192333       Lab-0      
20160802        RTS10      0          760485955799224320   5          15.160894       Lab-0      
20160802        RTS10      0          760415076226437120   6          14.068644       Lab-0      
20160802        RTS10      0          760541983286755328   7          14.068644       Lab-0      
20160802        RTS10      0          760529257768579072   8          14.068644       Lab-0      
20160802        RTS10      0          760453240207073280   9          14.068644       Lab-0      
20160802        RTS10      0          760329604707946496   10         13.791052       Lab-0      
20160802        RTS13      0          760615727565049856   1          18.655283       Lab-0      
20160802        RTS13      0          760619355604447232   2          18.455936       Lab-0      
20160802        RTS13      0          760455391884906496   3          17.39056        Lab-0      
20160802        RTS13      0          760383296006197248   4          16.4791         Lab-0      
20160802        RTS13      0          760421833279549440   5          16.137323       Lab-0      
20160802        RTS13      0          760290245376151552   6          15.834225       Lab-0      
20160802        RTS13      0          760459837868212224   7          13.923687       Lab-0      
20160802        RTS13      0          760521091479633920   8          13.714196       Lab-0      
20160802        RTS13      0          760353860380528641   9          12.969248       Lab-0      
20160802        RTS13      0          760495841748459521   10         12.954453       Lab-0      
20160802        RTS14      0          760519074027823104   1          17.296715       Lab-0      
20160802        RTS14      0          760508663748440065   2          13.644753       Lab-0      
20160802        RTS14      0          760459812685639680   3          12.559813       Lab-0      
20160802        RTS14      0          760311346927771648   4          12.281865       Lab-0      
20160802        RTS14      0          760458415994986496   5          11.95225        Lab-0      
20160802        RTS14      0          760596123362791424   6          11.700717       Lab-0      
20160802        RTS14      0          760442607658995712   7          11.387375       Lab-0      
20160802        RTS14      0          760446705506652164   8          10.891661       Lab-0      
20160802        RTS14      0          760292942292455425   9          10.48254        Lab-0      
20160802        RTS14      0          760554071275167744   10         10.298934       Lab-0      
20160802        RTS19      0          760480289273413632   1          17.544107       Lab-0      
20160802        RTS19      0          760493081892360192   2          16.156036       Lab-0      
20160802        RTS19      0          760519074027823104   3          13.01528        Lab-0      
20160802        RTS19      0          760583955687047170   4          12.211548       Lab-0      
20160802        RTS19      0          760458415994986496   5          11.95225        Lab-0      
20160802        RTS19      0          760519665395261442   6          9.865059        Lab-0      
20160802        RTS19      0          760372839597895680   7          9.074891        Lab-0      
20160802        RTS19      0          760421447395373056   8          8.551039        Lab-0      
20160802        RTS19      0          760453231835222016   9          8.551039        Lab-0      
20160802        RTS19      0          760612044936589313   10         8.485101        Lab-0      
20160802        RTS21      0          760417613784702976   1          23.433884       Lab-0      
20160802        RTS21      0          760582294755160064   2          14.749086       Lab-0      
20160802        RTS21      0          760445191358644224   3          14.699182       Lab-0      
20160802        RTS21      0          760552456472236032   4          11.814079       Lab-0      
20160802        RTS21      0          760492331111813122   5          9.631768        Lab-0      
20160802        RTS21      0          760467681199984640   6          9.631768        Lab-0      
20160802        RTS21      0          760607150179745794   7          8.734701        Lab-0      
20160802        RTS21      0          760424463074754562   8          8.734701        Lab-0      
20160802        RTS21      0          760535935112970241   9          8.734701        Lab-0      
20160802        RTS21      0          760314576520876036   10         8.137016        Lab-0      
20160802        RTS24      0          760519074027823104   1          17.296715       Lab-0      
20160802        RTS24      0          760558290753327104   2          14.544311       Lab-0      
20160802        RTS24      0          760587004950163456   3          14.1066475      Lab-0      
20160802        RTS24      0          760564317951582208   4          13.704735       Lab-0      
20160802        RTS24      0          760551718274957313   5          12.94042        Lab-0      
20160802        RTS24      0          760552062224596992   6          12.57501        Lab-0      
20160802        RTS24      0          760334105183531008   7          12.193429       Lab-0      
20160802        RTS24      0          760320612107558912   8          12.193429       Lab-0      
20160802        RTS24      0          760547930805825536   9          12.038246       Lab-0      
20160802        RTS24      0          760458415994986496   10         11.95225        Lab-0      
20160802        RTS25      0          760490653402836994   1          29.575119       Lab-0      
20160802        RTS25      0          760596291151724544   2          24.423584       Lab-0      
20160802        RTS25      0          760459347138928640   3          20.472866       Lab-0      
20160802        RTS25      0          760264425223909376   4          17.112972       Lab-0      
20160802        RTS25      0          760297396664279040   5          14.9469385      Lab-0      
20160802        RTS25      0          760313217574772736   6          14.9469385      Lab-0      
20160802        RTS25      0          760313133667713024   7          14.9469385      Lab-0      
20160802        RTS25      0          760478733207691264   8          14.851243       Lab-0      
20160802        RTS25      0          760472047470383104   9          14.851243       Lab-0      
20160802        RTS25      0          760584396084740096   10         14.851243       Lab-0      
20160802        RTS27      0          760275972130271232   1          30.235632       Lab-0      
20160802        RTS27      0          760510756723064832   2          22.173439       Lab-0      
20160802        RTS27      0          760417173395369984   3          21.34051        Lab-0      
20160802        RTS27      0          760480910055735297   4          19.599787       Lab-0      
20160802        RTS27      0          760509942990188545   5          18.157785       Lab-0      
20160802        RTS27      0          760315352488304640   6          17.942762       Lab-0      
20160802        RTS27      0          760295660226646016   7          17.250864       Lab-0      
20160802        RTS27      0          760554796877225984   8          16.98206        Lab-0      
20160802        RTS27      0          760484898830286849   9          16.887417       Lab-0      
20160802        RTS27      0          760275049412780032   10         16.798347       Lab-0      
