CreationDate    topic_id   Q0         tweet_id             Rank       Score           RunID      
20160802        RTS1       0          760625542219595776   1          14.44913        Lab-0      
20160802        RTS1       0          760424681203601408   2          6.9588547       Lab-0      
20160802        RTS1       0          760532516755365889   3          6.731247        Lab-0      
20160802        RTS1       0          760489302837096448   4          5.454892        Lab-0      
20160802        RTS1       0          760484194195738625   5          5.454892        Lab-0      
20160802        RTS1       0          760427503974440960   6          5.454892        Lab-0      
20160802        RTS1       0          760461750474936320   7          5.454892        Lab-0      
20160802        RTS1       0          760584534526136322   8          5.454892        Lab-0      
20160802        RTS1       0          760561981753479168   9          4.813798        Lab-0      
20160802        RTS1       0          760467458910289920   10         4.813798        Lab-0      
20160802        RTS2       0          760604159666257920   1          6.6022096       Lab-0      
20160802        RTS2       0          760497334912442368   2          6.102914        Lab-0      
20160802        RTS2       0          760496043066740736   3          5.977426        Lab-0      
20160802        RTS2       0          760489931969929216   4          5.977426        Lab-0      
20160802        RTS2       0          760472781469298689   5          5.977426        Lab-0      
20160802        RTS2       0          760467962214158336   6          5.977426        Lab-0      
20160802        RTS2       0          760587063687311362   7          5.977426        Lab-0      
20160802        RTS2       0          760549059098767361   8          5.3011155       Lab-0      
20160802        RTS2       0          760469728011825152   9          5.3011155       Lab-0      
20160802        RTS2       0          760469711226187776   10         5.3011155       Lab-0      
20160802        RTS4       0          760536320968126464   1          13.478262       Lab-0      
20160802        RTS4       0          760537864484581377   2          11.073845       Lab-0      
20160802        RTS4       0          760561998509727745   3          10.1993065      Lab-0      
20160802        RTS4       0          760427147446128640   4          9.000618        Lab-0      
20160802        RTS4       0          760529467488006145   5          9.000618        Lab-0      
20160802        RTS4       0          760540578186571776   6          8.531007        Lab-0      
20160802        RTS4       0          760567878949011457   7          7.620682        Lab-0      
20160802        RTS4       0          760424593131573248   8          7.2416058       Lab-0      
20160802        RTS4       0          760278018963144704   9          7.2416058       Lab-0      
20160802        RTS4       0          760525554202382336   10         6.869028        Lab-0      
20160802        RTS5       0          760321803294154753   1          10.7321205      Lab-0      
20160802        RTS5       0          760290161489879040   2          9.612367        Lab-0      
20160802        RTS5       0          760608655951749121   3          9.071245        Lab-0      
20160802        RTS5       0          760580910647504896   4          9.071245        Lab-0      
20160802        RTS5       0          760435305383985154   5          7.8385286       Lab-0      
20160802        RTS5       0          760502963697750016   6          7.7898374       Lab-0      
20160802        RTS5       0          760486551369330688   7          7.7898374       Lab-0      
20160802        RTS5       0          760482881340780544   8          7.7898374       Lab-0      
20160802        RTS5       0          760418733693304832   9          7.7898374       Lab-0      
20160802        RTS5       0          760474060732133376   10         7.7898374       Lab-0      
20160802        RTS6       0          760362735531991040   1          10.242286       Lab-0      
20160802        RTS6       0          760581346838323200   2          8.638162        Lab-0      
20160802        RTS6       0          760296142542348289   3          8.638162        Lab-0      
20160802        RTS6       0          760269462608248832   4          8.638162        Lab-0      
20160802        RTS6       0          760421833279545344   5          8.600835        Lab-0      
20160802        RTS6       0          760472617904066560   6          7.6229486       Lab-0      
20160802        RTS6       0          760448320301137920   7          7.6229486       Lab-0      
20160802        RTS6       0          760270255331553280   8          6.354421        Lab-0      
20160802        RTS6       0          760571850955091968   9          6.1692815       Lab-0      
20160802        RTS6       0          760284876662792192   10         6.1692815       Lab-0      
20160802        RTS10      0          760453445727858688   1          9.354641        Lab-0      
20160802        RTS10      0          760394360567500800   2          6.1692815       Lab-0      
20160802        RTS10      0          760487667041574912   3          6.1692815       Lab-0      
20160802        RTS10      0          760465915393798144   4          6.1692815       Lab-0      
20160802        RTS10      0          760526506300813312   5          6.1692815       Lab-0      
20160802        RTS10      0          760329604707946496   6          6.1692815       Lab-0      
20160802        RTS10      0          760430561596878848   7          5.977426        Lab-0      
20160802        RTS10      0          760372151736233984   8          5.977426        Lab-0      
20160802        RTS10      0          760531338143240197   9          5.977426        Lab-0      
20160802        RTS10      0          760265540912820224   10         5.977426        Lab-0      
20160802        RTS13      0          760619355604447232   1          15.456039       Lab-0      
20160802        RTS13      0          760455391884906496   2          11.50335        Lab-0      
20160802        RTS13      0          760490586285731848   3          10.4341         Lab-0      
20160802        RTS13      0          760588812720361472   4          8.939401        Lab-0      
20160802        RTS13      0          760383296006197248   5          8.736002        Lab-0      
20160802        RTS13      0          760322830932275200   6          8.45683         Lab-0      
20160802        RTS13      0          760555098883756033   7          7.984737        Lab-0      
20160802        RTS13      0          760558378821251081   8          7.8887844       Lab-0      
20160802        RTS13      0          760511620720107520   9          7.8887844       Lab-0      
20160802        RTS13      0          760321048340553730   10         7.8887844       Lab-0      
20160802        RTS14      0          760433938036731904   1          7.981253        Lab-0      
20160802        RTS14      0          760468327118565377   2          6.731247        Lab-0      
20160802        RTS14      0          760284243322961921   3          6.731247        Lab-0      
20160802        RTS14      0          760446344762757120   4          5.940147        Lab-0      
20160802        RTS19      0          760367206668435456   1          5.3780346       Lab-0      
20160802        RTS19      0          760438673397551104   2          5.087134        Lab-0      
20160802        RTS19      0          760528620230053889   3          5.087134        Lab-0      
20160802        RTS19      0          760600397379543041   4          4.921179        Lab-0      
20160802        RTS19      0          760476866713051136   5          4.921179        Lab-0      
20160802        RTS19      0          760512891606867968   6          4.921179        Lab-0      
20160802        RTS19      0          760527206753767424   7          4.921179        Lab-0      
20160802        RTS19      0          760430695835631616   8          4.573968        Lab-0      
20160802        RTS19      0          760493081892360192   9          4.573968        Lab-0      
20160802        RTS19      0          760551550502707201   10         4.573968        Lab-0      
20160802        RTS21      0          760417613784702976   1          16.55125        Lab-0      
20160802        RTS21      0          760445191358644224   2          10.381968       Lab-0      
20160802        RTS21      0          760535935112970241   3          7.31493         Lab-0      
20160802        RTS21      0          760462765458849793   4          6.467877        Lab-0      
20160802        RTS21      0          760583234291834880   5          6.467877        Lab-0      
20160802        RTS21      0          760450128029245440   6          6.467877        Lab-0      
20160802        RTS21      0          760582294755160064   7          6.2855144       Lab-0      
20160802        RTS21      0          760607150179745794   8          6.1692815       Lab-0      
20160802        RTS21      0          760424463074754562   9          6.1692815       Lab-0      
20160802        RTS21      0          760488862451982336   10         5.842044        Lab-0      
20160802        RTS24      0          760587004950163456   1          10.334662       Lab-0      
20160802        RTS24      0          760558290753327104   2          10.272583       Lab-0      
20160802        RTS24      0          760552062224596992   3          9.51462         Lab-0      
20160802        RTS24      0          760551718274957313   4          9.139762        Lab-0      
20160802        RTS24      0          760334105183531008   5          9.139762        Lab-0      
20160802        RTS24      0          760564317951582208   6          9.065283        Lab-0      
20160802        RTS24      0          760547930805825536   7          8.502562        Lab-0      
20160802        RTS24      0          760539596757331969   8          8.502562        Lab-0      
20160802        RTS24      0          760320612107558912   9          8.0655985       Lab-0      
20160802        RTS24      0          760466016044548096   10         7.539662        Lab-0      
20160802        RTS25      0          760571901269970944   1          12.931679       Lab-0      
20160802        RTS25      0          760503173400317953   2          10.995944       Lab-0      
20160802        RTS25      0          760297396664279040   3          9.799713        Lab-0      
20160802        RTS25      0          760313217574772736   4          9.799713        Lab-0      
20160802        RTS25      0          760313133667713024   5          9.799713        Lab-0      
20160802        RTS25      0          760605216634994688   6          9.181412        Lab-0      
20160802        RTS25      0          760414757459406848   7          9.181412        Lab-0      
20160802        RTS25      0          760616641910616064   8          9.181412        Lab-0      
20160802        RTS25      0          760478498318262272   9          8.50735         Lab-0      
20160802        RTS25      0          760272004322918401   10         8.334565        Lab-0      
20160802        RTS27      0          760340316968751104   1          11.527805       Lab-0      
20160802        RTS27      0          760304627636068353   2          9.981066        Lab-0      
