CreationDate    topic_id   Q0         tweet_id             Rank       Score           RunID      
20160802        RTS1       0          760625542219595776   1          11.561956       Lab-0      
20160802        RTS1       0          760584534526136322   2          10.672876       Lab-0      
20160802        RTS1       0          760580197590536192   3          10.672876       Lab-0      
20160802        RTS1       0          760561981753479168   4          10.141716       Lab-0      
20160802        RTS1       0          760437549307494400   5          6.147448        Lab-0      
20160802        RTS1       0          760390359193124864   6          5.9011865       Lab-0      
20160802        RTS1       0          760456205592584192   7          5.6607704       Lab-0      
20160802        RTS1       0          760424681203601408   8          5.640639        Lab-0      
20160802        RTS1       0          760471405754548225   9          5.4564376       Lab-0      
20160802        RTS1       0          760532516755365889   10         5.4564376       Lab-0      
20160802        RTS2       0          760496043066740736   1          6.0606313       Lab-0      
20160802        RTS2       0          760489931969929216   2          6.0606313       Lab-0      
20160802        RTS2       0          760472781469298689   3          6.0606313       Lab-0      
20160802        RTS2       0          760467962214158336   4          6.0606313       Lab-0      
20160802        RTS2       0          760587063687311362   5          6.0606313       Lab-0      
20160802        RTS2       0          760604159666257920   6          4.9261417       Lab-0      
20160802        RTS2       0          760497334912442368   7          4.640875        Lab-0      
20160802        RTS2       0          760314958219476992   8          4.3564043       Lab-0      
20160802        RTS2       0          760549059098767361   9          4.240223        Lab-0      
20160802        RTS2       0          760469728011825152   10         4.240223        Lab-0      
20160802        RTS4       0          760561998509727745   1          12.892955       Lab-0      
20160802        RTS4       0          760536320968126464   2          12.892955       Lab-0      
20160802        RTS4       0          760567878949011457   3          11.230401       Lab-0      
20160802        RTS4       0          760537864484581377   4          10.416235       Lab-0      
20160802        RTS4       0          760427147446128640   5          9.726379        Lab-0      
20160802        RTS4       0          760529467488006145   6          9.726379        Lab-0      
20160802        RTS4       0          760619192038989824   7          9.5229435       Lab-0      
20160802        RTS4       0          760437922621513729   8          9.24749         Lab-0      
20160802        RTS4       0          760490292697006080   9          8.924005        Lab-0      
20160802        RTS4       0          760473607743033345   10         8.8766575       Lab-0      
20160802        RTS5       0          760563718191194112   1          11.339307       Lab-0      
20160802        RTS5       0          760435305383985154   2          10.567686       Lab-0      
20160802        RTS5       0          760321803294154753   3          10.567686       Lab-0      
20160802        RTS5       0          760290161489879040   4          8.861538        Lab-0      
20160802        RTS5       0          760608655951749121   5          7.8643126       Lab-0      
20160802        RTS5       0          760580910647504896   6          7.8643126       Lab-0      
20160802        RTS5       0          760420772103938048   7          7.659567        Lab-0      
20160802        RTS5       0          760502963697750016   8          7.629651        Lab-0      
20160802        RTS5       0          760486551369330688   9          7.629651        Lab-0      
20160802        RTS5       0          760318745654857729   10         7.572404        Lab-0      
20160802        RTS6       0          760517559858831361   1          8.345897        Lab-0      
20160802        RTS6       0          760362735531991040   2          7.8643126       Lab-0      
20160802        RTS6       0          760581346838323200   3          7.689226        Lab-0      
20160802        RTS6       0          760448320301137920   4          7.178748        Lab-0      
20160802        RTS6       0          760434470692524032   5          7.002448        Lab-0      
20160802        RTS6       0          760437398333427712   6          7.002448        Lab-0      
20160802        RTS6       0          760440548247437313   7          7.002448        Lab-0      
20160802        RTS6       0          760410236003966978   8          7.002448        Lab-0      
20160802        RTS6       0          760555845470085120   9          7.002448        Lab-0      
20160802        RTS6       0          760560895412080640   10         7.002448        Lab-0      
20160802        RTS10      0          760388266239533056   1          11.483711       Lab-0      
20160802        RTS10      0          760487667041574912   2          10.857409       Lab-0      
20160802        RTS10      0          760465915393798144   3          10.857409       Lab-0      
20160802        RTS10      0          760526506300813312   4          6.2425637       Lab-0      
